gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,avg_score,risk_level,performance_band,recommendation,overall_rank,gender_rank,math_rank,performance_cluster
female,group C,master's degree,standard,none,73,78,74,225,75.0,Low Risk,Good,Stable performance,314,185,321,Average Student
female,group A,high school,free/reduced,completed,34,48,41,123,41.0,High Risk,Poor,Needs immediate academic support,965,500,979,Needs Improvement
female,group D,bachelor's degree,free/reduced,completed,93,100,100,293,97.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,9,7,32,High Achiever
female,group D,some high school,free/reduced,none,67,84,84,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,468,Average Student
male,group D,some college,standard,none,88,77,77,242,80.66666666666667,Top Performer,Good,Excellent student - can mentor others,180,70,65,High Achiever
male,group B,high school,standard,none,57,48,51,156,52.0,Moderate Risk,Average,Needs improvement with guidance,855,395,735,Needs Improvement
female,group D,some college,standard,completed,79,84,91,254,84.66666666666667,Top Performer,Good,Excellent student - can mentor others,117,76,194,High Achiever
female,group C,bachelor's degree,free/reduced,none,67,75,72,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,468,Average Student
male,group E,bachelor's degree,standard,completed,70,64,70,204,68.0,Low Risk,Average,Stable performance,512,220,392,Average Student
male,group D,bachelor's degree,free/reduced,none,50,42,48,140,46.666666666666664,High Risk,Poor,Needs immediate academic support,930,443,851,Needs Improvement
female,group A,some college,standard,none,69,84,82,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,410,Average Student
female,group C,bachelor's degree,standard,completed,52,61,66,179,59.666666666666664,Moderate Risk,Average,Needs improvement with guidance,716,395,822,Needs Improvement
female,group C,bachelor's degree,free/reduced,completed,47,62,66,175,58.333333333333336,Moderate Risk,Average,Needs improvement with guidance,745,411,894,Needs Improvement
female,group B,associate's degree,free/reduced,none,46,61,55,162,54.0,Moderate Risk,Average,Needs improvement with guidance,824,444,905,Needs Improvement
female,group E,some college,standard,none,68,70,66,204,68.0,Low Risk,Average,Stable performance,512,293,442,Average Student
male,group E,bachelor's degree,standard,completed,100,100,100,300,100.0,Top Performer,Excellent,Excellent student - can mentor others,1,1,1,High Achiever
female,group C,high school,standard,none,44,61,52,157,52.333333333333336,Moderate Risk,Average,Needs improvement with guidance,850,460,925,Needs Improvement
female,group C,associate's degree,standard,completed,57,77,80,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,735,Average Student
male,group B,some college,standard,completed,91,96,91,278,92.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,31,8,42,High Achiever
male,group D,high school,free/reduced,none,69,70,67,206,68.66666666666667,Low Risk,Average,Stable performance,487,205,410,Average Student
female,group C,high school,free/reduced,none,35,53,46,134,44.666666666666664,High Risk,Poor,Needs immediate academic support,947,491,974,Needs Improvement
male,group D,high school,standard,none,72,66,66,204,68.0,Low Risk,Average,Stable performance,512,220,348,Average Student
female,group B,associate's degree,free/reduced,none,54,65,65,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,381,780,Average Student
male,group D,high school,free/reduced,none,74,70,69,213,71.0,Low Risk,Good,Stable performance,424,175,296,Average Student
male,group E,some high school,standard,completed,74,64,60,198,66.0,Low Risk,Average,Stable performance,562,243,296,Average Student
male,group E,associate's degree,free/reduced,none,64,56,52,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,346,554,Needs Improvement
female,group D,high school,free/reduced,completed,65,61,71,197,65.66666666666667,Low Risk,Average,Stable performance,576,328,518,Average Student
male,group E,associate's degree,free/reduced,completed,46,43,44,133,44.333333333333336,High Risk,Poor,Needs immediate academic support,951,459,905,Needs Improvement
female,group C,some high school,free/reduced,none,48,56,51,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,463,883,Needs Improvement
male,group C,some college,free/reduced,completed,67,74,70,211,70.33333333333333,Low Risk,Good,Stable performance,440,183,468,Average Student
male,group D,some college,free/reduced,none,62,57,62,181,60.333333333333336,Moderate Risk,Average,Needs improvement with guidance,700,311,600,Average Student
male,group D,associate's degree,free/reduced,completed,61,71,73,205,68.33333333333333,Low Risk,Average,Stable performance,499,211,635,Average Student
male,group C,bachelor's degree,free/reduced,completed,70,75,74,219,73.0,Low Risk,Good,Stable performance,367,152,392,Average Student
male,group C,associate's degree,standard,completed,98,87,90,275,91.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,37,10,11,High Achiever
male,group D,some college,free/reduced,none,70,63,58,191,63.666666666666664,Moderate Risk,Average,Needs improvement with guidance,632,277,392,Average Student
male,group A,associate's degree,standard,none,67,57,53,177,59.0,Moderate Risk,Average,Needs improvement with guidance,727,325,468,Needs Improvement
female,group E,high school,free/reduced,none,57,58,57,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,419,735,Needs Improvement
male,group D,some college,standard,completed,85,81,85,251,83.66666666666667,Top Performer,Good,Excellent student - can mentor others,131,45,104,High Achiever
male,group D,some high school,standard,completed,77,68,69,214,71.33333333333333,Low Risk,Good,Stable performance,412,169,230,Average Student
male,group C,master's degree,free/reduced,completed,72,66,72,210,70.0,Low Risk,Good,Stable performance,448,185,348,Average Student
female,group D,master's degree,standard,none,78,91,96,265,88.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,69,49,216,High Achiever
male,group C,high school,standard,none,81,66,64,211,70.33333333333333,Low Risk,Good,Stable performance,440,183,155,Average Student
male,group A,some high school,free/reduced,completed,61,62,61,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,298,635,Average Student
female,group B,high school,standard,none,58,68,61,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,369,710,Average Student
female,group C,associate's degree,standard,none,54,61,58,173,57.666666666666664,Moderate Risk,Average,Needs improvement with guidance,756,415,780,Needs Improvement
male,group B,high school,standard,none,82,82,80,244,81.33333333333333,Top Performer,Good,Excellent student - can mentor others,173,65,137,High Achiever
female,group D,some college,free/reduced,none,49,58,60,167,55.666666666666664,Moderate Risk,Average,Needs improvement with guidance,796,433,866,Needs Improvement
male,group B,some high school,free/reduced,completed,49,50,52,151,50.333333333333336,Moderate Risk,Average,Needs improvement with guidance,884,412,866,Needs Improvement
female,group E,high school,free/reduced,completed,57,75,73,205,68.33333333333333,Low Risk,Average,Stable performance,499,289,735,Average Student
male,group E,high school,standard,none,94,73,71,238,79.33333333333333,Low Risk,Good,Stable performance,207,85,25,Average Student
female,group D,some college,standard,completed,75,77,83,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,275,Average Student
female,group E,some high school,free/reduced,none,74,74,72,220,73.33333333333333,Low Risk,Good,Stable performance,356,212,296,Average Student
male,group C,high school,standard,completed,58,52,54,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,710,Needs Improvement
female,group C,some college,standard,none,62,69,69,200,66.66666666666667,Low Risk,Average,Stable performance,549,311,600,Average Student
male,group E,associate's degree,standard,none,72,57,62,191,63.666666666666664,Moderate Risk,Average,Needs improvement with guidance,632,277,348,Average Student
male,group C,some college,standard,none,84,87,81,252,84.0,Top Performer,Good,Excellent student - can mentor others,123,42,118,High Achiever
female,group D,master's degree,standard,none,92,100,100,292,97.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,12,9,36,High Achiever
female,group D,high school,standard,none,45,63,59,167,55.666666666666664,Moderate Risk,Average,Needs improvement with guidance,796,433,916,Needs Improvement
male,group C,high school,standard,none,75,81,71,227,75.66666666666667,Low Risk,Good,Stable performance,297,125,275,Average Student
female,group A,some college,standard,none,56,58,64,178,59.333333333333336,Moderate Risk,Average,Needs improvement with guidance,721,400,753,Needs Improvement
female,group D,some high school,free/reduced,none,48,54,53,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,463,883,Needs Improvement
female,group E,associate's degree,standard,none,100,100,100,300,100.0,Top Performer,Excellent,Excellent student - can mentor others,1,1,1,High Achiever
female,group C,some high school,free/reduced,completed,65,76,75,216,72.0,Low Risk,Good,Stable performance,395,235,518,Average Student
male,group D,some college,standard,none,72,57,58,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,289,348,Average Student
female,group D,some college,standard,none,62,70,72,204,68.0,Low Risk,Average,Stable performance,512,293,600,Average Student
male,group A,some high school,standard,completed,66,68,64,198,66.0,Low Risk,Average,Stable performance,562,243,494,Average Student
male,group C,some college,standard,none,63,63,60,186,62.0,Moderate Risk,Average,Needs improvement with guidance,665,292,574,Average Student
female,group E,associate's degree,standard,none,68,76,67,211,70.33333333333333,Low Risk,Good,Stable performance,440,258,442,Average Student
female,group B,bachelor's degree,standard,none,75,84,80,239,79.66666666666667,Low Risk,Good,Stable performance,199,119,275,Average Student
female,group D,bachelor's degree,standard,none,89,100,100,289,96.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,17,14,59,High Achiever
male,group C,some high school,standard,completed,78,72,69,219,73.0,Low Risk,Good,Stable performance,367,152,216,Average Student
female,group A,high school,free/reduced,completed,53,50,60,163,54.333333333333336,Moderate Risk,Average,Needs improvement with guidance,819,441,798,Needs Improvement
female,group D,some college,free/reduced,none,49,65,61,175,58.333333333333336,Moderate Risk,Average,Needs improvement with guidance,745,411,866,Needs Improvement
female,group A,some college,standard,none,54,63,67,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,381,780,Average Student
female,group C,some college,standard,completed,64,82,77,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,554,Average Student
male,group B,some college,free/reduced,completed,60,62,60,182,60.666666666666664,Moderate Risk,Average,Needs improvement with guidance,693,307,662,Average Student
male,group C,associate's degree,standard,none,62,65,58,185,61.666666666666664,Moderate Risk,Average,Needs improvement with guidance,671,294,600,Average Student
male,group D,high school,standard,completed,55,41,48,144,48.0,High Risk,Poor,Needs immediate academic support,921,434,762,Needs Improvement
female,group C,associate's degree,standard,none,91,95,94,280,93.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,28,22,42,High Achiever
female,group B,high school,free/reduced,none,8,24,23,55,18.333333333333332,High Risk,Poor,Needs immediate academic support,999,517,999,Needs Improvement
male,group D,some high school,standard,none,81,78,78,237,79.0,Low Risk,Good,Stable performance,215,89,155,Average Student
male,group B,some high school,standard,completed,79,85,86,250,83.33333333333333,Top Performer,Good,Excellent student - can mentor others,135,47,194,High Achiever
female,group A,some college,standard,completed,78,87,91,256,85.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,109,73,216,High Achiever
female,group C,some high school,standard,none,74,75,82,231,77.0,Low Risk,Good,Stable performance,269,157,296,Average Student
male,group A,high school,standard,none,57,51,54,162,54.0,Moderate Risk,Average,Needs improvement with guidance,824,381,735,Needs Improvement
female,group C,associate's degree,standard,none,40,59,51,150,50.0,Moderate Risk,Average,Needs improvement with guidance,892,475,951,Needs Improvement
male,group E,some high school,standard,completed,81,75,76,232,77.33333333333333,Low Risk,Good,Stable performance,255,106,155,Average Student
female,group A,some high school,free/reduced,none,44,45,45,134,44.666666666666664,High Risk,Poor,Needs immediate academic support,947,491,925,Needs Improvement
female,group D,some college,free/reduced,completed,67,86,83,236,78.66666666666667,Low Risk,Good,Stable performance,222,130,468,Average Student
male,group E,high school,free/reduced,completed,86,81,75,242,80.66666666666667,Top Performer,Good,Excellent student - can mentor others,180,70,96,High Achiever
female,group B,some high school,standard,completed,65,82,78,225,75.0,Low Risk,Good,Stable performance,314,185,518,Average Student
female,group D,associate's degree,free/reduced,none,55,76,76,207,69.0,Low Risk,Average,Stable performance,475,276,762,Average Student
female,group D,bachelor's degree,free/reduced,none,62,72,74,208,69.33333333333333,Low Risk,Average,Stable performance,465,271,600,Average Student
male,group A,high school,standard,none,63,63,62,188,62.666666666666664,Moderate Risk,Average,Needs improvement with guidance,653,286,574,Average Student
female,group E,master's degree,standard,completed,88,99,95,282,94.0,Top Performer,Excellent,Excellent student - can mentor others,23,20,65,High Achiever
male,group C,high school,free/reduced,none,62,55,55,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,346,600,Needs Improvement
female,group C,high school,free/reduced,completed,59,71,65,195,65.0,Low Risk,Average,Stable performance,593,336,678,Average Student
female,group D,some college,standard,completed,68,78,77,223,74.33333333333333,Low Risk,Good,Stable performance,333,196,442,Average Student
female,group D,some college,free/reduced,none,77,86,86,249,83.0,Top Performer,Good,Excellent student - can mentor others,140,92,230,High Achiever
